Date,Close/Last,Volume,Open,High,Low
10/03/2019,$41.3603,14036990,$41.3697,$41.4636,$40.9379
10/02/2019,$41.3509,17558030,$41.6701,$41.8954,$41.2711
10/01/2019,$41.7921,15230190,$42.4117,$42.9092,$41.7546
09/30/2019,$42.3178,14142770,$42.2427,$42.4492,$42.0268
09/27/2019,$42.0644,15005260,$42.3929,$42.5243,$41.6091
09/26/2019,$42.1488,22577890,$42.8247,$42.9937,$41.5387
09/25/2019,$43.0219,22330850,$42.9843,$43.1627,$42.5431
09/24/2019,$42.9092,21170980,$43.7635,$43.7916,$42.6651
09/23/2019,$43.3833,19455990,$43.341,$43.6602,$43.3269
09/20/2019,$43.5194,28652430,$43.8104,$43.9512,$43.3457
09/19/2019,$43.8198,10570430,$44.1577,$44.2704,$43.7195
09/18/2019,$44.0639,13184080,$44.1014,$44.1671,$43.6133
09/17/2019,$43.8104,10085060,$43.2941,$43.8479,$43.0688
09/16/2019,$43.4349,13581680,$43.3974,$43.7635,$42.9873
09/13/2019,$44.0075,11732670,$44.0826,$44.2704,$43.9183
09/12/2019,$44.092,18660030,$43.923,$44.3736,$43.6508
09/11/2019,$43.5569,12874390,$43.4443,$43.7165,$43.2659
09/10/2019,$43.6039,17566690,$43.3598,$43.7165,$43.1908
09/09/2019,$43.5757,16383180,$43.7916,$43.8292,$43.3082
09/06/2019,$43.51,13101830,$43.5851,$43.7541,$43.3692
09/05/2019,$43.5663,22076270,$43.5851,$43.7635,$43.1721
09/04/2019,$42.7309,26198580,$41.6044,$42.9092,$41.5105
09/03/2019,$41.1913,12712090,$41.2007,$41.3791,$40.8628
08/30/2019,$41.5481,15484750,$41.764,$41.9142,$41.3322
08/29/2019,$41.4636,11339520,$41.4448,$41.7734,$41.2571
08/28/2019,$41.0881,11761050,$40.7408,$41.2101,$40.5624
08/27/2019,$40.9285,12508280,$41.2101,$41.2289,$40.7595
08/26/2019,$40.6938,13009630,$40.1212,$40.844,$39.9428
08/23/2019,$39.8302,18196660,$40.8346,$41.1491,$39.68
08/22/2019,$41.0881,9960534,$41.5199,$41.6889,$40.9473
08/21/2019,$41.4073,11329580,$41.0787,$41.4542,$40.8159
08/20/2019,$41.2477,15758090,$41.1913,$41.7358,$41.013
08/19/2019,$41.304,13908520,$40.9567,$41.4354,$40.9379
08/16/2019,$40.5342,14580420,$40.1587,$40.6657,$39.9053
08/15/2019,$39.7551,14471620,$39.849,$40.2479,$39.4735
08/14/2019,$39.7739,18319610,$40.8252,$40.8252,$39.6049
08/13/2019,$40.7971,21967840,$39.9335,$41.3415,$39.8677
08/12/2019,$39.8584,15941580,$40.1118,$40.1494,$39.6143
08/09/2019,$40.2996,15782170,$40.0179,$40.5014,$39.7833
08/08/2019,$40.0461,14085350,$39.3984,$40.2526,$39.3327
08/07/2019,$39.1731,22674690,$38.7694,$39.2763,$38.2245
08/06/2019,$39.4922,18433740,$39.1355,$39.6002,$38.7694
08/05/2019,$39.0604,23618690,$39.558,$39.6143,$38.6098
08/02/2019,$40.0367,20839540,$40.1306,$40.2902,$39.6143
08/01/2019,$40.2526,17420870,$40.5436,$41.1538,$40.1587
07/31/2019,$40.5248,18509210,$41.1162,$41.2054,$40.0836
07/30/2019,$41.3791,10335710,$41.3415,$41.5481,$41.0411
07/29/2019,$41.5199,9840746,$41.9611,$41.9705,$41.4166
07/26/2019,$41.8954,17000310,$41.3228,$42.3178,$41.3228
07/25/2019,$41.8766,25659250,$41.595,$42.5196,$41.1255
07/24/2019,$42.1207,17642410,$41.595,$42.1254,$41.5152
07/23/2019,$41.6044,16611050,$41.3134,$41.6983,$41.2571
07/22/2019,$41.1632,17162900,$41.4073,$41.4354,$40.9661
07/19/2019,$41.3603,18372000,$42.008,$42.0174,$41.3228
07/18/2019,$41.8297,12461410,$41.5387,$41.8485,$41.3838
